  260,20151128,   47
  260,20151129,    0
  260,20151130,    0
  260,20151201,    0
  260,20151202,    0
  260,20151203,   14
  260,20151204,   64
  260,20151205,    7
  260,20151206,    6
  260,20151207,   11
  260,20151208,   34
  260,20151209,   62
  260,20151210,    2
  260,20151211,    0
  260,20151212,    9
  260,20151213,   18
  260,20151214,    7
  260,20151215,   39
  260,20151216,    2
  260,20151217,   47
  260,20151218,    0
  260,20151219,    2
  260,20151220,   19
  260,20151221,   15
  260,20151222,    0
  260,20151223,   34
  260,20151224,   29
  260,20151225,    2
  260,20151226,   43
  260,20151227,    0
  260,20151228,   56
  260,20151229,   24
  260,20151230,   64
  260,20151231,   45
